event_id,sites.name,treatments.name,min_date,max_date,mgmttype,cover_crop,crop_name,level,units,notes,attributes_keyvalue,citation,site_id,treatment_id,event_type,exact_date,estimated,citation_id,relative_timing,relative_timing_days,reported_amount,reported_units,reported_material,crop_display,depth_m,intensity_category,method_id,attributes_json
fertilization-0127,modesto_almond_usda,compost,2019-05-06,2019-05-06,fertilization,FALSE,NA,11.2,kg N ha-1,HFLC drip fertigation; UAN_32 or CAN_17 depending on season,N_kg_ha=11.2; fertilizer_type=UAN_or_CAN; irrigation_method=surface_drip,10.15482/USDA.ADC/26155504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fertilization-0128,modesto_almond_usda,no_compost,2019-05-13,2019-05-13,fertilization,FALSE,NA,11.2,kg N ha-1,HFLC drip fertigation; UAN_32 or CAN_17 depending on season,N_kg_ha=11.2; fertilizer_type=UAN_or_CAN; irrigation_method=surface_drip,10.15482/USDA.ADC/26155504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fertilization-0129,modesto_almond_usda,compost,2019-05-13,2019-05-13,fertilization,FALSE,NA,11.2,kg N ha-1,HFLC drip fertigation; UAN_32 or CAN_17 depending on season,N_kg_ha=11.2; fertilizer_type=UAN_or_CAN; irrigation_method=surface_drip,10.15482/USDA.ADC/26155504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fertilization-0130,modesto_almond_usda,no_compost,2019-05-20,2019-05-20,fertilization,FALSE,NA,11.2,kg N ha-1,HFLC drip fertigation; UAN_32 or CAN_17 depending on season,N_kg_ha=11.2; fertilizer_type=UAN_or_CAN; irrigation_method=surface_drip,10.15482/USDA.ADC/26155504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fertilization-0131,modesto_almond_usda,compost,2019-05-20,2019-05-20,fertilization,FALSE,NA,11.2,kg N ha-1,HFLC drip fertigation; UAN_32 or CAN_17 depending on season,N_kg_ha=11.2; fertilizer_type=UAN_or_CAN; irrigation_method=surface_drip,10.15482/USDA.ADC/26155504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fertilization-0132,modesto_almond_usda,no_compost,2019-06-04,2019-06-04,fertilization,FALSE,NA,11.2,kg N ha-1,HFLC drip fertigation; UAN_32 or CAN_17 depending on season,N_kg_ha=11.2; fertilizer_type=UAN_or_CAN; irrigation_method=surface_drip,10.15482/USDA.ADC/26155504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fertilization-0133,modesto_almond_usda,compost,2019-06-04,2019-06-04,fertilization,FALSE,NA,11.2,kg N ha-1,HFLC drip fertigation; UAN_32 or CAN_17 depending on season,N_kg_ha=11.2; fertilizer_type=UAN_or_CAN; irrigation_method=surface_drip,10.15482/USDA.ADC/26155504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fertilization-0134,modesto_almond_usda,no_compost,2019-06-11,2019-06-11,fertilization,FALSE,NA,11.2,kg N ha-1,HFLC drip fertigation; UAN_32 or CAN_17 depending on season,N_kg_ha=11.2; fertilizer_type=UAN_or_CAN; irrigation_method=surface_drip,10.15482/USDA.ADC/26155504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fertilization-0135,modesto_almond_usda,compost,2019-06-11,2019-06-11,fertilization,FALSE,NA,11.2,kg N ha-1,HFLC drip fertigation; UAN_32 or CAN_17 depending on season,N_kg_ha=11.2; fertilizer_type=UAN_or_CAN; irrigation_method=surface_drip,10.15482/USDA.ADC/26155504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fertilization-0136,modesto_almond_usda,no_compost,2019-06-25,2019-06-25,fertilization,FALSE,NA,11.2,kg N ha-1,HFLC drip fertigation; UAN_32 or CAN_17 depending on season,N_kg_ha=11.2; fertilizer_type=UAN_or_CAN; irrigation_method=surface_drip,10.15482/USDA.ADC/26155504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fertilization-0137,modesto_almond_usda,compost,2019-06-25,2019-06-25,fertilization,FALSE,NA,11.2,kg N ha-1,HFLC drip fertigation; UAN_32 or CAN_17 depending on season,N_kg_ha=11.2; fertilizer_type=UAN_or_CAN; irrigation_method=surface_drip,10.15482/USDA.ADC/26155504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0001,russell_ranch_davis,alf_corn_tomato,2013-04-17,2013-04-17,planting,NA,Tomato,8500,plants/acre,"Heinz 8504, conventional",material=tomato_transplants;equipment=Tomato Transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0002,russell_ranch_davis,alf_corn_tomato,2012-10-04,2012-10-04,planting,NA,Alfalfa,25,pounds/acre,alfalfa seed,material=alfalfa_seed;equipment=Contracted alfalfa planter from Timothy;op=Seed,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0003,russell_ranch_davis,alf_corn_tomato,2013-04-17,2013-04-17,planting,NA,Tomato,8500,plants/acre,"Heinz 8504, conventional",material=tomato_transplants;equipment=Tomato Transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0004,russell_ranch_davis,alf_corn_tomato,2012-10-04,2012-10-04,planting,NA,Alfalfa,25,pounds/acre,alfalfa seed,material=alfalfa_seed;equipment=Contracted alfalfa planter from Timothy;op=Seed,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0005,russell_ranch_davis,alf_corn_tomato,2012-10-04,2012-10-04,planting,NA,Alfalfa,25,pounds/acre,alfalfa seed,material=alfalfa_seed;equipment=Contracted alfalfa planter from Timothy;op=Seed,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0006,russell_ranch_davis,alf_corn_tomato,2013-04-17,2013-04-17,planting,NA,Tomato,8500,plants/acre,"Heinz 8504, conventional",material=tomato_transplants;equipment=Tomato Transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0007,russell_ranch_davis,conv_corn_tomato,1995-05-18,1995-05-18,planting,NA,Corn,32500,seeds/acre,"Seed, NC+4616 Corn",material=corn_seed;equipment=Irrigation pipe;op=Seed,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0008,russell_ranch_davis,conv_corn_tomato,1996-04-25,1996-04-25,planting,NA,Tomato,10500,plants/acre,Hailey 3155,material=tomato_transplants;equipment=Irrigation pipe;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0009,russell_ranch_davis,conv_corn_tomato,1997-03-25,1997-03-25,planting,NA,Corn,32500,seeds/acre,Pioneer 3162,"material=corn_seed;equipment=Planter Corn, John Deere 71, sled 4 row 30 in spac;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0010,russell_ranch_davis,conv_corn_tomato,1998-04-22,1998-04-22,planting,NA,Tomato,10500,plants/acre,Hailey 3155,"material=tomato_transplants;equipment=Transplanter, Tomato; one row, model 4000-vegcrop;op=Transplant",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0011,russell_ranch_davis,conv_corn_tomato,1999-06-04,1999-06-04,planting,NA,Corn,24500,seeds/acre,"Seed, NC+4616 Corn","material=corn_seed;equipment=6 Row John Deere Planter, John Deere 71 Planter;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0012,russell_ranch_davis,conv_corn_tomato,2000-04-26,2000-04-26,planting,NA,Tomato,10500,plants/acre,Hailey 3155,material=tomato_transplants;equipment=no equipment; Bermudez transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0013,russell_ranch_davis,conv_corn_tomato,2001-03-28,2001-03-28,planting,NA,Corn,32500,seeds/acre,Pioneer 3162,"material=corn_seed;equipment=6 Row John Deere Planter, John Deere 71 Planter;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0014,russell_ranch_davis,conv_corn_tomato,2002-04-24,2002-04-24,planting,NA,Tomato,10500,plants/acre,Hailey 3155,material=tomato_transplants;equipment=no equipment; Bermudez transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0015,russell_ranch_davis,conv_corn_tomato,2003-04-09,2003-04-09,planting,NA,Corn,32500,seeds/acre,ST7570RR,material=corn_seed;equipment=CT Planter 1700;op=Seed,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0016,russell_ranch_davis,conv_corn_tomato,2004-05-04,2004-05-04,planting,NA,Tomato,10500,plants/acre,Hailey 3155,material=tomato_transplants;equipment=Tomato Transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0017,russell_ranch_davis,conv_corn_tomato,2005-04-19,2005-04-19,planting,NA,Corn,32500,seeds/acre,ST7570RR,"material=corn_seed;equipment=John Deere Planter, 15 ft;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0018,russell_ranch_davis,conv_corn_tomato,2006-05-19,2006-05-19,planting,NA,Tomato,8712,plants/acre,Heinz_9780,material=tomato_transplants;equipment=Tomato Transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0019,russell_ranch_davis,conv_corn_tomato,2007-04-18,2007-04-18,planting,NA,Corn,32500,seeds/acre,ST7570RR,"material=corn_seed;equipment=John Deere 1730, Corn Seeder;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0020,russell_ranch_davis,conv_corn_tomato,2008-06-01,2008-06-01,planting,NA,Tomato,8500,plants/acre,Heinz_9780,"material=tomato_transplants;equipment=Transplanter, Tomato; one row, model 4000-vegcrop;op=Transplant",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0021,russell_ranch_davis,conv_corn_tomato,2009-08-03,2009-08-03,planting,NA,Sudangrass,60,pounds/acre,Piper Sudan Seed,"material=sudangrass_seed;equipment=Tye Drill, 10 ft, seed planter;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0022,russell_ranch_davis,conv_corn_tomato,2010-05-03,2010-05-03,planting,NA,Tomato,8500,plants/acre,Heinz_9780,material=tomato_transplants;equipment=Tomato Transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0023,russell_ranch_davis,conv_corn_tomato,2010-11-16,2010-11-16,planting,NA,Wheat,120,pounds/acre,Cal Rojo,"material=wheat_seed;equipment=Tye Drill, 10 ft, seed planter;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0024,russell_ranch_davis,conv_corn_tomato,2012-04-30,2012-04-30,planting,NA,Tomato,8500,plants/acre,Heinz_9780,material=tomato_transplants;equipment=Tomato Transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0025,russell_ranch_davis,conv_corn_tomato,2013-03-25,2013-03-25,planting,NA,Corn,32500,seeds/acre,Nutech 0A-717,material=corn_seed;equipment=Monosem vacuum planter;op=Seed_fertilize,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0026,russell_ranch_davis,conv_corn_tomato,1994-04-14,1994-04-14,planting,NA,Corn,32500,seeds/acre,Pioneer 3162,"material=corn_seed;equipment=Planter Corn, John Deere 71, sled 4 row 30 in spac;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0027,russell_ranch_davis,conv_corn_tomato,1995-04-22,1995-04-22,planting,NA,Tomato,10500,plants/acre,Hailey 3155,material=tomato_transplants;equipment=Irrigation pipe;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0028,russell_ranch_davis,conv_corn_tomato,1996-04-14,1996-04-14,planting,NA,Corn,32500,seeds/acre,Pioneer 3162,"material=corn_seed;equipment=Planter Corn, John Deere 71, sled 4 row 30 in spac;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0029,russell_ranch_davis,conv_corn_tomato,1997-04-21,1997-04-21,planting,NA,Tomato,10500,plants/acre,Hailey 3155,"material=tomato_transplants;equipment=Transplanter, Tomato; 4 row JLG Trucking Inc.;op=Transplant",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0030,russell_ranch_davis,conv_corn_tomato,1998-03-21,1998-03-21,planting,NA,Corn,32500,seeds/acre,Pioneer 3162,"material=corn_seed;equipment=Planter Corn, John Deere 71, sled 4 row 30 in spac;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0031,russell_ranch_davis,conv_corn_tomato,1998-04-19,1998-04-19,planting,NA,Corn,32500,seeds/acre,Pioneer 3162,"material=corn_seed;equipment=6 Row John Deere Planter, John Deere 71 Planter;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0032,russell_ranch_davis,conv_corn_tomato,2000-03-24,2000-03-24,planting,NA,Corn,32500,seeds/acre,Pioneer 3162,material=corn_seed;equipment=Sundance Furrowing out Cultivator;op=Seed,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0033,russell_ranch_davis,conv_corn_tomato,2001-05-01,2001-05-01,planting,NA,Tomato,10500,plants/acre,Hailey 3155,material=tomato_transplants;equipment=no equipment; Bermudez transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0034,russell_ranch_davis,conv_corn_tomato,2003-05-07,2003-05-07,planting,NA,Tomato,10500,plants/acre,Hailey 3155,material=tomato_transplants;equipment=CT transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0035,russell_ranch_davis,conv_corn_tomato,2004-03-22,2004-03-22,planting,NA,Corn,32500,seeds/acre,ST7570RR,"material=corn_seed;equipment=John Deere 1730, Corn Seeder;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0036,russell_ranch_davis,conv_corn_tomato,2005-05-13,2005-05-13,planting,NA,Tomato,10500,plants/acre,Heinz_9780,material=tomato_transplants;equipment=3 Row Transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0037,russell_ranch_davis,conv_corn_tomato,2006-05-02,2006-05-02,planting,NA,Corn,32500,seeds/acre,ST7570RR,"material=corn_seed;equipment=John Deere 1730, Corn Seeder;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0038,russell_ranch_davis,conv_corn_tomato,2007-05-15,2007-05-15,planting,NA,Tomato,8712,plants/acre,Heinz_9780,material=tomato_transplants;equipment=Tomato Transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0039,russell_ranch_davis,conv_corn_tomato,2009-05-26,2009-05-26,planting,NA,Tomato,8500,plants/acre,Heinz_9780,material=tomato_transplants;equipment=Tomato Transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0040,russell_ranch_davis,conv_corn_tomato,2009-11-13,2009-11-13,planting,NA,Wheat,120,pounds/acre,Cal Rojo,"material=wheat_seed;equipment=Tye Drill, 10 ft, seed planter;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0041,russell_ranch_davis,conv_corn_tomato,2011-04-21,2011-04-21,planting,NA,Tomato,8500,plants/acre,Heinz_9780,material=tomato_transplants;equipment=Tomato Transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0042,russell_ranch_davis,conv_corn_tomato,2011-11-17,2011-11-17,planting,NA,Wheat,120,pounds/acre,Cal Rojo,"material=wheat_seed;equipment=Tye Drill, 10 ft, seed planter;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0043,russell_ranch_davis,conv_corn_tomato,2013-04-17,2013-04-17,planting,NA,Tomato,8500,plants/acre,"Heinz 8504, conventional",material=tomato_transplants;equipment=Tomato Transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0044,russell_ranch_davis,conv_corn_tomato,1995-05-18,1995-05-18,planting,NA,Corn,32500,seeds/acre,"Seed, NC+4616 Corn",material=corn_seed;equipment=Irrigation pipe;op=Seed,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0045,russell_ranch_davis,conv_corn_tomato,1996-04-25,1996-04-25,planting,NA,Tomato,10500,plants/acre,Hailey 3155,material=tomato_transplants;equipment=Irrigation pipe;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0046,russell_ranch_davis,conv_corn_tomato,1997-03-25,1997-03-25,planting,NA,Corn,32500,seeds/acre,Pioneer 3162,"material=corn_seed;equipment=Planter Corn, John Deere 71, sled 4 row 30 in spac;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0047,russell_ranch_davis,conv_corn_tomato,1998-04-22,1998-04-22,planting,NA,Tomato,10500,plants/acre,Hailey 3155,"material=tomato_transplants;equipment=Transplanter, Tomato; one row, model 4000-vegcrop;op=Transplant",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0048,russell_ranch_davis,conv_corn_tomato,1999-06-04,1999-06-04,planting,NA,Corn,24500,seeds/acre,"Seed, NC+4616 Corn","material=corn_seed;equipment=6 Row John Deere Planter, John Deere 71 Planter;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0049,russell_ranch_davis,conv_corn_tomato,2000-04-26,2000-04-26,planting,NA,Tomato,10500,plants/acre,Hailey 3155,material=tomato_transplants;equipment=no equipment; Bermudez transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0050,russell_ranch_davis,conv_corn_tomato,2001-03-28,2001-03-28,planting,NA,Corn,32500,seeds/acre,Pioneer 3162,"material=corn_seed;equipment=6 Row John Deere Planter, John Deere 71 Planter;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0051,russell_ranch_davis,conv_corn_tomato,2002-04-24,2002-04-24,planting,NA,Tomato,10500,plants/acre,Hailey 3155,material=tomato_transplants;equipment=no equipment; Bermudez transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0052,russell_ranch_davis,conv_corn_tomato,2003-04-09,2003-04-09,planting,NA,Corn,32500,seeds/acre,ST7570RR,material=corn_seed;equipment=CT Planter 1700;op=Seed,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0053,russell_ranch_davis,conv_corn_tomato,2004-05-04,2004-05-04,planting,NA,Tomato,10500,plants/acre,Hailey 3155,material=tomato_transplants;equipment=Tomato Transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0054,russell_ranch_davis,conv_corn_tomato,2005-04-19,2005-04-19,planting,NA,Corn,32500,seeds/acre,ST7570RR,"material=corn_seed;equipment=John Deere Planter, 15 ft;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0055,russell_ranch_davis,conv_corn_tomato,2006-05-19,2006-05-19,planting,NA,Tomato,8712,plants/acre,Heinz_9780,material=tomato_transplants;equipment=Tomato Transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0056,russell_ranch_davis,conv_corn_tomato,2007-04-18,2007-04-18,planting,NA,Corn,32500,seeds/acre,ST7570RR,"material=corn_seed;equipment=John Deere 1730, Corn Seeder;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0057,russell_ranch_davis,conv_corn_tomato,2008-06-01,2008-06-01,planting,NA,Tomato,8500,plants/acre,Heinz_9780,"material=tomato_transplants;equipment=Transplanter, Tomato; one row, model 4000-vegcrop;op=Transplant",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0058,russell_ranch_davis,conv_corn_tomato,2009-08-03,2009-08-03,planting,NA,Sudangrass,60,pounds/acre,Piper Sudan Seed,"material=sudangrass_seed;equipment=Tye Drill, 10 ft, seed planter;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0059,russell_ranch_davis,conv_corn_tomato,2010-05-03,2010-05-03,planting,NA,Tomato,8500,plants/acre,Heinz_9780,material=tomato_transplants;equipment=Tomato Transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0060,russell_ranch_davis,conv_corn_tomato,2010-11-16,2010-11-16,planting,NA,Wheat,120,pounds/acre,Cal Rojo,"material=wheat_seed;equipment=Tye Drill, 10 ft, seed planter;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0061,russell_ranch_davis,conv_corn_tomato,2012-04-30,2012-04-30,planting,NA,Tomato,8500,plants/acre,Heinz_9780,material=tomato_transplants;equipment=Tomato Transplanter;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0062,russell_ranch_davis,conv_corn_tomato,2013-03-25,2013-03-25,planting,NA,Corn,32500,seeds/acre,Nutech 0A-717,material=corn_seed;equipment=Monosem vacuum planter;op=Seed_fertilize,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0063,russell_ranch_davis,conv_corn_tomato,1994-04-14,1994-04-14,planting,NA,Corn,32500,seeds/acre,Pioneer 3162,"material=corn_seed;equipment=Planter Corn, John Deere 71, sled 4 row 30 in spac;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0064,russell_ranch_davis,conv_corn_tomato,1995-04-22,1995-04-22,planting,NA,Tomato,10500,plants/acre,Hailey 3155,material=tomato_transplants;equipment=Irrigation pipe;op=Transplant,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0065,russell_ranch_davis,conv_corn_tomato,1996-04-14,1996-04-14,planting,NA,Corn,32500,seeds/acre,Pioneer 3162,"material=corn_seed;equipment=Planter Corn, John Deere 71, sled 4 row 30 in spac;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0066,russell_ranch_davis,conv_corn_tomato,1997-04-21,1997-04-21,planting,NA,Tomato,10500,plants/acre,Hailey 3155,"material=tomato_transplants;equipment=Transplanter, Tomato; 4 row JLG Trucking Inc.;op=Transplant",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0067,russell_ranch_davis,conv_corn_tomato,1998-03-21,1998-03-21,planting,NA,Corn,32500,seeds/acre,Pioneer 3162,"material=corn_seed;equipment=Planter Corn, John Deere 71, sled 4 row 30 in spac;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0068,russell_ranch_davis,conv_corn_tomato,1998-04-19,1998-04-19,planting,NA,Corn,32500,seeds/acre,Pioneer 3162,"material=corn_seed;equipment=6 Row John Deere Planter, John Deere 71 Planter;op=Seed",10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
russell-planting-0069,russell_ranch_davis,conv_corn_tomato,2000-03-24,2000-03-24,planting,NA,Corn,32500,seeds/acre,Pioneer 3162,material=corn_seed;equipment=Sundance Furrowing out Cultivator;op=Seed,10.1002/ecy.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
